['California'],[1.         0.8037037  0.62187684]
['Illinois'],[0.99521695 1.         1.        ]
['Louisiana'],[0.47352238 0.3985755  0.32067677]
['Michigan'],[0.33378886 0.28347578 0.21345662]
['Missouri'],[0.35189614 0.4025641  0.26696833]
['New York'],[0.46532286 0.56524217 0.33267755]
['Ohio'],[0.55141783 0.52450142 0.40979736]
['Pennsylvania'],[0.62692176 0.44786325 0.34939996]
['Tennessee'],[0.41305091 0.4034188  0.32126697]
['Texas'],[0.76904681 0.70968661 0.57584104]
