California,Illinois,Louisiana,Michigan,Missouri,New York,Ohio,Pennsylvania,Tennessee,Texas
1.0,0.9952169456781688,0.4735223778612914,0.3337888623163649,0.3518961393918688,0.4653228561667236,0.5514178339596857,0.6269217628971643,0.41305090536385375,0.7690468056030065
0.8037037037037037,1.0,0.39857549857549857,0.28347578347578345,0.4025641025641026,0.5652421652421652,0.5245014245014245,0.4478632478632479,0.40341880341880343,0.7096866096866097
0.6218768443832382,1.0,0.3206767656895534,0.21345662010623648,0.2669683257918552,0.33267755262640175,0.4097973637615581,0.3493999606531576,0.3212669683257919,0.5758410387566398
