,index,2,yes_2
0,California,0.6218768443832382,1.0
1,Illinois,1.0,0.43209876543209874
2,Louisiana,0.3206767656895534,0.024691358024691357
3,Michigan,0.21345662010623648,0.2839506172839506
4,Missouri,0.2669683257918552,0.04938271604938271
5,New York,0.3326775526264017,0.2962962962962963
6,Ohio,0.4097973637615581,0.18518518518518517
7,Pennsylvania,0.3493999606531576,0.24691358024691357
8,Tennessee,0.3212669683257919,0.18518518518518517
9,Texas,0.5758410387566398,0.25925925925925924
